,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside
195,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[28]/td[2]/p,Access to Information; Confidentiality,195,,,,,,,,,,,,1
196,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[28]/td[3]/p,56,196,,,,,,,,,,,,1
197,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[1]/p,Section 6.8,197,,,,,,,,,,,,1
198,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[2]/p,Public Statements,198,,,,,,,,,,,,1
199,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[3]/p,57,199,,,,,,,,,,,,1
200,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[1]/p,Section 6.9,200,,,,,,,,,,,,1
201,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[2]/p,Takeover Laws,201,,,,,,,,,,,,1
202,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[3]/p,57,202,,,,,,,,,,,,1
203,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[1]/p,Section 6.10,203,,,,,,,,,,,,1
204,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[2]/p,Third-Party Approvals,204,,,,,,,,,,,,1
205,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[3]/p,57,205,,,,,,,,,,,,1
206,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[1]/p,Section 6.11,206,,,,,,,,,,,,1
207,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[2]/p,Indemnification; Directors’ and Officers’ Insurance,207,,,,,,,,,,,,1
208,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[3]/p,58,208,,,,,,,,,,,,1
209,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[1]/p,Section 6.12,209,,,,,,,,,,,,1
210,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[2]/p,Section 16 Matters,210,,,,,,,,,,,,1
211,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[3]/p,60,211,,,,,,,,,,,,1
212,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[1]/p,Section 6.13,212,,,,,,,,,,,,1
213,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[2]/p,Employee Matters,213,,,,,,,,,,,,1
214,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[3]/p,60,214,,,,,,,,,,,,1
215,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[35]/td[1]/p,Section 6.14,215,,,,,,,,,,,,1
216,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[35]/td[2]/p,Transaction Litigation,216,,,,,,,,,,,,1
217,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[35]/td[3]/p,62,217,,,,,,,,,,,,1
218,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[36]/td[1]/p,Section 6.15,218,,,,,,,,,,,,1
219,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[36]/td[2]/p,Stock Exchange De-listing,219,,,,,,,,,,,,1
220,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[36]/td[3]/p,62,220,,,,,,,,,,,,1
Unnamed 9,/html/body/document/type/sequence/filename/description/text/div[3]/div[1]/div/div,ii,221,/html/body/document/type/sequence/filename/description/text/div[3]/div[1]/div/div,ii,n,9.0,"[0.045723503498315624, 0.49742291666666666, 0.005148652777777778, 0.00038870173620108835]",1.0,9.0,0.045723503498315624,0.49742291666666666,0.005148652777777778,0.00038870173620108835,0
222,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[1]/td[1]/p,Section 6.16,222,,,,,,,,,,,,1
223,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[1]/td[2]/p,Financing,223,,,,,,,,,,,,1
224,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[1]/td[3]/p,62,224,,,,,,,,,,,,1
225,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[2]/td[1]/p,Section 6.17,225,,,,,,,,,,,,1
226,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[2]/td[2]/p,Repatriation,226,,,,,,,,,,,,1
227,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[2]/td[3]/p,65,227,,,,,,,,,,,,1
228,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[3]/td[1]/p,ARTICLE VII CONDITIONS TO CONSUMMATION OF THE MERGER,228,,,,,,,,,,,,1
229,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[3]/td[2]/p,65,229,,,,,,,,,,,,1
230,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[4]/td[1]/p,Section 7.1,230,,,,,,,,,,,,1
231,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[4]/td[2]/p,Mutual Closing Conditions,231,,,,,,,,,,,,1
232,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[4]/td[3]/p,65,232,,,,,,,,,,,,1
233,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[5]/td[1]/p,Section 7.2,233,,,,,,,,,,,,1
234,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[5]/td[2]/p,Additional Company Conditions to Closing,234,,,,,,,,,,,,1
235,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[5]/td[3]/p,66,235,,,,,,,,,,,,1
236,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[6]/td[1]/p,Section 7.3,236,,,,,,,,,,,,1
237,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[6]/td[2]/p,Additional Parent Conditions to Closing,237,,,,,,,,,,,,1
238,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[6]/td[3]/p,66,238,,,,,,,,,,,,1
239,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[7]/td[1]/p,ARTICLE VIII TERMINATION,239,,,,,,,,,,,,1
240,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[7]/td[2]/p,67,240,,,,,,,,,,,,1
241,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[8]/td[1]/p,Section 8.1,241,,,,,,,,,,,,1
242,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[8]/td[2]/p,Termination of Agreement,242,,,,,,,,,,,,1
243,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[8]/td[3]/p,67,243,,,,,,,,,,,,1
244,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[9]/td[1]/p,Section 8.2,244,,,,,,,,,,,,1
245,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[9]/td[2]/p,Procedure Upon Termination,245,,,,,,,,,,,,1
246,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[9]/td[3]/p,69,246,,,,,,,,,,,,1
247,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[10]/td[1]/p,Section 8.3,247,,,,,,,,,,,,1
248,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[10]/td[2]/p,Effect of Termination,248,,,,,,,,,,,,1
249,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[10]/td[3]/p,69,249,,,,,,,,,,,,1
250,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[11]/td[1]/p,Section 8.4,250,,,,,,,,,,,,1
251,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[11]/td[2]/p,Fees and Expense Reimbursement,251,,,,,,,,,,,,1
252,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[11]/td[3]/p,69,252,,,,,,,,,,,,1
253,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[12]/td[1]/p,ARTICLE IX MISCELLANEOUS,253,,,,,,,,,,,,1
254,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[12]/td[2]/p,72,254,,,,,,,,,,,,1
255,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[13]/td[1]/p,Section 9.1,255,,,,,,,,,,,,1
256,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[13]/td[2]/p,Amendments and Waivers,256,,,,,,,,,,,,1
257,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[13]/td[3]/p,72,257,,,,,,,,,,,,1
258,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[14]/td[1]/p,Section 9.2,258,,,,,,,,,,,,1
259,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[14]/td[2]/p,Counterparts,259,,,,,,,,,,,,1
260,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[14]/td[3]/p,72,260,,,,,,,,,,,,1
261,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[15]/td[1]/p,Section 9.3,261,,,,,,,,,,,,1
262,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[15]/td[2]/p,Notices,262,,,,,,,,,,,,1
263,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[15]/td[3]/p,72,263,,,,,,,,,,,,1
264,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[16]/td[1]/p,Section 9.4,264,,,,,,,,,,,,1
265,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[16]/td[2]/p,Assignment,265,,,,,,,,,,,,1
266,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[16]/td[3]/p,73,266,,,,,,,,,,,,1
267,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[17]/td[1]/p,Section 9.5,267,,,,,,,,,,,,1
268,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[17]/td[2]/p,Entire Understanding: No Third-Party Beneficiaries,268,,,,,,,,,,,,1
269,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[17]/td[3]/p,74,269,,,,,,,,,,,,1
270,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[18]/td[1]/p,Section 9.6,270,,,,,,,,,,,,1
271,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[18]/td[2]/p,Severability,271,,,,,,,,,,,,1
272,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[18]/td[3]/p,74,272,,,,,,,,,,,,1
273,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[19]/td[1]/p,Section 9.7,273,,,,,,,,,,,,1
274,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[19]/td[2]/p,Governing Law; Venue; Waiver of Jury Trial,274,,,,,,,,,,,,1
275,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[19]/td[3]/p,74,275,,,,,,,,,,,,1
276,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[20]/td[1]/p,Section 9.8,276,,,,,,,,,,,,1
277,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[20]/td[2]/p,No Recourse,277,,,,,,,,,,,,1
278,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[20]/td[3]/p,75,278,,,,,,,,,,,,1
279,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[21]/td[1]/p,Section 9.9,279,,,,,,,,,,,,1
280,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[21]/td[2]/p,Specific Performance,280,,,,,,,,,,,,1
281,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[21]/td[3]/p,75,281,,,,,,,,,,,,1
282,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[22]/td[1]/p,Section 9.10,282,,,,,,,,,,,,1
283,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[22]/td[2]/p,Tax Matters,283,,,,,,,,,,,,1
284,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[22]/td[3]/p,76,284,,,,,,,,,,,,1
285,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[23]/td[1]/p,Section 9.11,285,,,,,,,,,,,,1
286,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[23]/td[2]/p,Survival,286,,,,,,,,,,,,1
287,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[23]/td[3]/p,76,287,,,,,,,,,,,,1
288,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[24]/td[1]/p,Section 9.12,288,,,,,,,,,,,,1
289,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[24]/td[2]/p,Special Committee Approval,289,,,,,,,,,,,,1
290,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[24]/td[3]/p,77,290,,,,,,,,,,,,1
Unnamed 10,/html/body/document/type/sequence/filename/description/text/div[4]/div[1]/div/div,iii,291,/html/body/document/type/sequence/filename/description/text/div[4]/div[1]/div/div,iii,n,10.0,"[0.057367193573464634, 0.4961375, 0.007720277777777778, 0.00038870173620108835]",1.0,10.0,0.057367193573464634,0.4961375,0.007720277777777778,0.00038870173620108835,0
Unnamed 11,/html/body/document/type/sequence/filename/description/text/p[36]/b,AGREEMENT AND PLAN OF MERGER,292,/html/body/document/type/sequence/filename/description/text/p[36]/b,AGREEMENT AND PLAN OF MERGER,t,11.0,"[0.05896916299559471, 0.4156520833333333, 0.16869583333333332, 0.00038870173620108835]",1.0,11.0,0.05896916299559471,0.4156520833333333,0.16869583333333332,0.00038870173620108835,0
293,/html/body/document/type/sequence/filename/description/text/p[38],"This AGREEMENT AND PLAN OF MERGER, dated as of June 27, 2021 (this “",293,,,,,,,,,,,,1
294,/html/body/document/type/sequence/filename/description/text/p[38]/u[1],Agreement,294,,,,,,,,,,,,1
295,/html/body/document/type/sequence/filename/description/text/p[38],”,295,,,,,,,,,,,,1
296,/html/body/document/type/sequence/filename/description/text/p[38]/i,"),",296,,,,,,,,,,,,1
297,/html/body/document/type/sequence/filename/description/text/p[38],"is entered into by and among QAD Inc., a Delaware corporation (the “",297,,,,,,,,,,,,1
298,/html/body/document/type/sequence/filename/description/text/p[38]/u[2],Company,298,,,,,,,,,,,,1
299,/html/body/document/type/sequence/filename/description/text/p[38],"”), Project Quick Parent, LLC, a limited liability company organized under the laws of Delaware (“",299,,,,,,,,,,,,1
300,/html/body/document/type/sequence/filename/description/text/p[38]/u[3],Parent,300,,,,,,,,,,,,1
301,/html/body/document/type/sequence/filename/description/text/p[38],"”) and Project Quick Merger Sub, Inc., a Delaware corporation and a direct, wholly owned subsidiary of Parent (“",301,,,,,,,,,,,,1
302,/html/body/document/type/sequence/filename/description/text/p[38]/u[4],Merger Sub,302,,,,,,,,,,,,1
303,/html/body/document/type/sequence/filename/description/text/p[38],"” and, collectively with the Company and Parent, the “",303,,,,,,,,,,,,1
304,/html/body/document/type/sequence/filename/description/text/p[38]/u[5],Parties,304,,,,,,,,,,,,1
305,/html/body/document/type/sequence/filename/description/text/p[38],”).,305,,,,,,,,,,,,1
Unnamed 12,/html/body/document/type/sequence/filename/description/text/p[40]/b,RECITALS,306,/html/body/document/type/sequence/filename/description/text/p[40]/b,RECITALS,t,12.0,"[0.060977455299300334, 0.47667638888888886, 0.04664715277777777, 0.00038870173620108835]",1.0,12.0,0.060977455299300334,0.47667638888888886,0.04664715277777777,0.00038870173620108835,0
307,/html/body/document/type/sequence/filename/description/text/p[42],"WHEREAS, the Board of Directors of the Company (the “",307,,,,,,,,,,,,1
308,/html/body/document/type/sequence/filename/description/text/p[42]/u[1],Company Board,308,,,,,,,,,,,,1
309,/html/body/document/type/sequence/filename/description/text/p[42],”) established a special committee of independent and disinterested members of the Company Board (the “,309,,,,,,,,,,,,1
310,/html/body/document/type/sequence/filename/description/text/p[42]/u[2],Special Committee,310,,,,,,,,,,,,1
311,/html/body/document/type/sequence/filename/description/text/p[42],”);,311,,,,,,,,,,,,1
312,/html/body/document/type/sequence/filename/description/text/p[44],"WHEREAS, it is proposed that, upon the terms and subject to the conditions set forth in this Agreement, at the Effective Time, Merger Sub will be merged with and into the Company (the “",312,,,,,,,,,,,,1
313,/html/body/document/type/sequence/filename/description/text/p[44]/u,Merger,313,,,,,,,,,,,,1
314,/html/body/document/type/sequence/filename/description/text/p[44],"”) in accordance with the applicable provisions of the DGCL, with the Company surviving the Merger as the Surviving Corporation and a direct, wholly owned subsidiary of Parent;",314,,,,,,,,,,,,1
315,/html/body/document/type/sequence/filename/description/text/p[46],"WHEREAS, the Special Committee, at a meeting thereof duly called and held, has unanimously (a) determined that this Agreement and the Merger and other transactions contemplated hereby (the “",315,,,,,,,,,,,,1
316,/html/body/document/type/sequence/filename/description/text/p[46]/u,Transactions,316,,,,,,,,,,,,1
317,/html/body/document/type/sequence/filename/description/text/p[46],"”), are advisable, fair to, and in the best interests of, the Company and the Company’s stockholders, (b) recommended that the Company Board approve this Agreement and the Transactions, including the Merger, and declare that this Agreement and the Transactions, including the Merger, advisable, fair to and in the best interests of the Company and the Company’s stockholders and (c) recommended that, subject to approval by the Company Board, the Company Board resolve to recommend that the holders of Company Common Stock vote to adopt this Agreement and approve Transactions contemplated by this Agreement, including the Merger;",317,,,,,,,,,,,,1
318,/html/body/document/type/sequence/filename/description/text/p[48],"WHEREAS, the Company Board, at a meeting thereof duly called and held, has (a) determined that this Agreement and the Transactions, including the Merger, are advisable, fair to, and in the best interests of, the Company and the Company’s stockholders, (b) approved this Agreement and the Transactions, including the Merger, and declared that this Agreement and the Transactions, including the Merger, advisable, fair to and in the best interests of the Company and the Company’s stockholders, (c) directed that this Agreement be submitted to the holders of Company Common Stock for their adoption and approval and (d) resolved to recommend that the holders of Company Common Stock vote to adopt this Agreement and approve the Transactions contemplated by this Agreement, including the Merger;",318,,,,,,,,,,,,1
319,/html/body/document/type/sequence/filename/description/text/p[50],"WHEREAS, the Board of Directors of Parent (the “",319,,,,,,,,,,,,1
320,/html/body/document/type/sequence/filename/description/text/p[50]/u,Parent Board,320,,,,,,,,,,,,1
321,/html/body/document/type/sequence/filename/description/text/p[50],"”), at a meeting duly called and held, (a) determined that this Agreement and the Transactions, including the Merger, are fair to, and in the best interests of, Parent and Parent’s stockholders and (b) approved and declared advisable this Agreement and the Transactions, including the Merger; and",321,,,,,,,,,,,,1
