,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
193,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[28]/td[1]/p,Section 6.7,193,,,,,,,,,,,,,
194,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[28]/td[2]/p,Access to Information; Confidentiality,194,,,,,,,,,,,,,
195,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[28]/td[3]/p,56,195,,,,,,,,,,,,,
196,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[1]/p,Section 6.8,196,,,,,,,,,,,,,
197,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[2]/p,Public Statements,197,,,,,,,,,,,,,
198,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[29]/td[3]/p,57,198,,,,,,,,,,,,,
199,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[1]/p,Section 6.9,199,,,,,,,,,,,,,
200,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[2]/p,Takeover Laws,200,,,,,,,,,,,,,
201,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[30]/td[3]/p,57,201,,,,,,,,,,,,,
202,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[1]/p,Section 6.10,202,,,,,,,,,,,,,
203,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[2]/p,Third-Party Approvals,203,,,,,,,,,,,,,
204,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[31]/td[3]/p,57,204,,,,,,,,,,,,,
205,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[1]/p,Section 6.11,205,,,,,,,,,,,,,
206,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[2]/p,Indemnification; Directors’ and Officers’ Insurance,206,,,,,,,,,,,,,
207,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[32]/td[3]/p,58,207,,,,,,,,,,,,,
208,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[1]/p,Section 6.12,208,,,,,,,,,,,,,
209,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[2]/p,Section 16 Matters,209,,,,,,,,,,,,,
210,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[33]/td[3]/p,60,210,,,,,,,,,,,,,
211,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[1]/p,Section 6.13,211,,,,,,,,,,,,,
212,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[2]/p,Employee Matters,212,,,,,,,,,,,,,
213,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[34]/td[3]/p,60,213,,,,,,,,,,,,,
214,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[35]/td[1]/p,Section 6.14,214,,,,,,,,,,,,,
215,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[35]/td[2]/p,Transaction Litigation,215,,,,,,,,,,,,,
216,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[35]/td[3]/p,62,216,,,,,,,,,,,,,
217,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[36]/td[1]/p,Section 6.15,217,,,,,,,,,,,,,
218,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[36]/td[2]/p,Stock Exchange De-listing,218,,,,,,,,,,,,,
219,/html/body/document/type/sequence/filename/description/text/table[2]/tbody/tr[36]/td[3]/p,62,219,,,,,,,,,,,,,
220,/html/body/document/type/sequence/filename/description/text/div[3]/div[1]/div/div,ii,220,/html/body/document/type/sequence/filename/description/text/div[3]/div[1]/div/div,ii,n,9,"[0.045723503498315624, 0.49742291666666666, 0.005148652777777778, 0.00038870173620108835]",1.0,9.0,0.045723503498315624,0.49742291666666666,0.005148652777777778,0.00038870173620108835,0.045723503498315624,1.0
221,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[1]/td[1]/p,Section 6.16,221,,,,,,,,,,,,,
222,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[1]/td[2]/p,Financing,222,,,,,,,,,,,,,
223,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[1]/td[3]/p,62,223,,,,,,,,,,,,,
224,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[2]/td[1]/p,Section 6.17,224,,,,,,,,,,,,,
225,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[2]/td[2]/p,Repatriation,225,,,,,,,,,,,,,
226,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[2]/td[3]/p,65,226,,,,,,,,,,,,,
227,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[3]/td[1]/p,ARTICLE VII CONDITIONS TO CONSUMMATION OF THE MERGER,227,,,,,,,,,,,,,
228,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[3]/td[2]/p,65,228,,,,,,,,,,,,,
229,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[4]/td[1]/p,Section 7.1,229,,,,,,,,,,,,,
230,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[4]/td[2]/p,Mutual Closing Conditions,230,,,,,,,,,,,,,
231,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[4]/td[3]/p,65,231,,,,,,,,,,,,,
232,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[5]/td[1]/p,Section 7.2,232,,,,,,,,,,,,,
233,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[5]/td[2]/p,Additional Company Conditions to Closing,233,,,,,,,,,,,,,
234,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[5]/td[3]/p,66,234,,,,,,,,,,,,,
235,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[6]/td[1]/p,Section 7.3,235,,,,,,,,,,,,,
236,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[6]/td[2]/p,Additional Parent Conditions to Closing,236,,,,,,,,,,,,,
237,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[6]/td[3]/p,66,237,,,,,,,,,,,,,
238,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[7]/td[1]/p,ARTICLE VIII TERMINATION,238,,,,,,,,,,,,,
239,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[7]/td[2]/p,67,239,,,,,,,,,,,,,
240,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[8]/td[1]/p,Section 8.1,240,,,,,,,,,,,,,
241,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[8]/td[2]/p,Termination of Agreement,241,,,,,,,,,,,,,
242,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[8]/td[3]/p,67,242,,,,,,,,,,,,,
243,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[9]/td[1]/p,Section 8.2,243,,,,,,,,,,,,,
244,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[9]/td[2]/p,Procedure Upon Termination,244,,,,,,,,,,,,,
245,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[9]/td[3]/p,69,245,,,,,,,,,,,,,
246,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[10]/td[1]/p,Section 8.3,246,,,,,,,,,,,,,
247,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[10]/td[2]/p,Effect of Termination,247,,,,,,,,,,,,,
248,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[10]/td[3]/p,69,248,,,,,,,,,,,,,
249,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[11]/td[1]/p,Section 8.4,249,,,,,,,,,,,,,
250,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[11]/td[2]/p,Fees and Expense Reimbursement,250,,,,,,,,,,,,,
251,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[11]/td[3]/p,69,251,,,,,,,,,,,,,
252,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[12]/td[1]/p,ARTICLE IX MISCELLANEOUS,252,,,,,,,,,,,,,
253,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[12]/td[2]/p,72,253,,,,,,,,,,,,,
254,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[13]/td[1]/p,Section 9.1,254,,,,,,,,,,,,,
255,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[13]/td[2]/p,Amendments and Waivers,255,,,,,,,,,,,,,
256,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[13]/td[3]/p,72,256,,,,,,,,,,,,,
257,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[14]/td[1]/p,Section 9.2,257,,,,,,,,,,,,,
258,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[14]/td[2]/p,Counterparts,258,,,,,,,,,,,,,
259,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[14]/td[3]/p,72,259,,,,,,,,,,,,,
260,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[15]/td[1]/p,Section 9.3,260,,,,,,,,,,,,,
261,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[15]/td[2]/p,Notices,261,,,,,,,,,,,,,
262,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[15]/td[3]/p,72,262,,,,,,,,,,,,,
263,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[16]/td[1]/p,Section 9.4,263,,,,,,,,,,,,,
264,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[16]/td[2]/p,Assignment,264,,,,,,,,,,,,,
265,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[16]/td[3]/p,73,265,,,,,,,,,,,,,
266,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[17]/td[1]/p,Section 9.5,266,,,,,,,,,,,,,
267,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[17]/td[2]/p,Entire Understanding: No Third-Party Beneficiaries,267,,,,,,,,,,,,,
268,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[17]/td[3]/p,74,268,,,,,,,,,,,,,
269,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[18]/td[1]/p,Section 9.6,269,,,,,,,,,,,,,
270,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[18]/td[2]/p,Severability,270,,,,,,,,,,,,,
271,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[18]/td[3]/p,74,271,,,,,,,,,,,,,
272,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[19]/td[1]/p,Section 9.7,272,,,,,,,,,,,,,
273,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[19]/td[2]/p,Governing Law; Venue; Waiver of Jury Trial,273,,,,,,,,,,,,,
274,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[19]/td[3]/p,74,274,,,,,,,,,,,,,
275,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[20]/td[1]/p,Section 9.8,275,,,,,,,,,,,,,
276,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[20]/td[2]/p,No Recourse,276,,,,,,,,,,,,,
277,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[20]/td[3]/p,75,277,,,,,,,,,,,,,
278,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[21]/td[1]/p,Section 9.9,278,,,,,,,,,,,,,
279,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[21]/td[2]/p,Specific Performance,279,,,,,,,,,,,,,
280,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[21]/td[3]/p,75,280,,,,,,,,,,,,,
281,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[22]/td[1]/p,Section 9.10,281,,,,,,,,,,,,,
282,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[22]/td[2]/p,Tax Matters,282,,,,,,,,,,,,,
283,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[22]/td[3]/p,76,283,,,,,,,,,,,,,
284,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[23]/td[1]/p,Section 9.11,284,,,,,,,,,,,,,
285,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[23]/td[2]/p,Survival,285,,,,,,,,,,,,,
286,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[23]/td[3]/p,76,286,,,,,,,,,,,,,
287,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[24]/td[1]/p,Section 9.12,287,,,,,,,,,,,,,
288,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[24]/td[2]/p,Special Committee Approval,288,,,,,,,,,,,,,
289,/html/body/document/type/sequence/filename/description/text/table[3]/tbody/tr[24]/td[3]/p,77,289,,,,,,,,,,,,,
290,/html/body/document/type/sequence/filename/description/text/div[4]/div[1]/div/div,iii,290,/html/body/document/type/sequence/filename/description/text/div[4]/div[1]/div/div,iii,n,10,"[0.057367193573464634, 0.4961375, 0.007720277777777778, 0.00038870173620108835]",1.0,10.0,0.057367193573464634,0.4961375,0.007720277777777778,0.00038870173620108835,0.057367193573464634,1.0
291,/html/body/document/type/sequence/filename/description/text/p[36]/b,AGREEMENT AND PLAN OF MERGER,291,/html/body/document/type/sequence/filename/description/text/p[36]/b,AGREEMENT AND PLAN OF MERGER,t,11,"[0.05896916299559471, 0.4156520833333333, 0.16869583333333332, 0.00038870173620108835]",1.0,11.0,0.05896916299559471,0.4156520833333333,0.16869583333333332,0.00038870173620108835,0.05896916299559471,1.0
292,/html/body/document/type/sequence/filename/description/text/p[38],"This AGREEMENT AND PLAN OF MERGER, dated as of June 27, 2021 (this “",292,,,,,,,,,,,,,
293,/html/body/document/type/sequence/filename/description/text/p[38]/u[1],Agreement,293,,,,,,,,,,,,,
294,/html/body/document/type/sequence/filename/description/text/p[38],”,294,,,,,,,,,,,,,
295,/html/body/document/type/sequence/filename/description/text/p[38]/i,"),",295,,,,,,,,,,,,,
296,/html/body/document/type/sequence/filename/description/text/p[38],"is entered into by and among QAD Inc., a Delaware corporation (the “",296,,,,,,,,,,,,,
297,/html/body/document/type/sequence/filename/description/text/p[38]/u[2],Company,297,,,,,,,,,,,,,
298,/html/body/document/type/sequence/filename/description/text/p[38],"”), Project Quick Parent, LLC, a limited liability company organized under the laws of Delaware (“",298,,,,,,,,,,,,,
299,/html/body/document/type/sequence/filename/description/text/p[38]/u[3],Parent,299,,,,,,,,,,,,,
300,/html/body/document/type/sequence/filename/description/text/p[38],"”) and Project Quick Merger Sub, Inc., a Delaware corporation and a direct, wholly owned subsidiary of Parent (“",300,,,,,,,,,,,,,
301,/html/body/document/type/sequence/filename/description/text/p[38]/u[4],Merger Sub,301,,,,,,,,,,,,,
302,/html/body/document/type/sequence/filename/description/text/p[38],"” and, collectively with the Company and Parent, the “",302,,,,,,,,,,,,,
303,/html/body/document/type/sequence/filename/description/text/p[38]/u[5],Parties,303,,,,,,,,,,,,,
304,/html/body/document/type/sequence/filename/description/text/p[38],”).,304,,,,,,,,,,,,,
305,/html/body/document/type/sequence/filename/description/text/p[40]/b,RECITALS,305,/html/body/document/type/sequence/filename/description/text/p[40]/b,RECITALS,t,12,"[0.060977455299300334, 0.47667638888888886, 0.04664715277777777, 0.00038870173620108835]",1.0,12.0,0.060977455299300334,0.47667638888888886,0.04664715277777777,0.00038870173620108835,0.060977455299300334,1.0
306,/html/body/document/type/sequence/filename/description/text/p[42],"WHEREAS, the Board of Directors of the Company (the “",306,,,,,,,,,,,,,
307,/html/body/document/type/sequence/filename/description/text/p[42]/u[1],Company Board,307,,,,,,,,,,,,,
308,/html/body/document/type/sequence/filename/description/text/p[42],”) established a special committee of independent and disinterested members of the Company Board (the “,308,,,,,,,,,,,,,
309,/html/body/document/type/sequence/filename/description/text/p[42]/u[2],Special Committee,309,,,,,,,,,,,,,
310,/html/body/document/type/sequence/filename/description/text/p[42],”);,310,,,,,,,,,,,,,
311,/html/body/document/type/sequence/filename/description/text/p[44],"WHEREAS, it is proposed that, upon the terms and subject to the conditions set forth in this Agreement, at the Effective Time, Merger Sub will be merged with and into the Company (the “",311,,,,,,,,,,,,,
312,/html/body/document/type/sequence/filename/description/text/p[44]/u,Merger,312,,,,,,,,,,,,,
313,/html/body/document/type/sequence/filename/description/text/p[44],"”) in accordance with the applicable provisions of the DGCL, with the Company surviving the Merger as the Surviving Corporation and a direct, wholly owned subsidiary of Parent;",313,,,,,,,,,,,,,
314,/html/body/document/type/sequence/filename/description/text/p[46],"WHEREAS, the Special Committee, at a meeting thereof duly called and held, has unanimously (a) determined that this Agreement and the Merger and other transactions contemplated hereby (the “",314,,,,,,,,,,,,,
315,/html/body/document/type/sequence/filename/description/text/p[46]/u,Transactions,315,,,,,,,,,,,,,
316,/html/body/document/type/sequence/filename/description/text/p[46],"”), are advisable, fair to, and in the best interests of, the Company and the Company’s stockholders, (b) recommended that the Company Board approve this Agreement and the Transactions, including the Merger, and declare that this Agreement and the Transactions, including the Merger, advisable, fair to and in the best interests of the Company and the Company’s stockholders and (c) recommended that, subject to approval by the Company Board, the Company Board resolve to recommend that the holders of Company Common Stock vote to adopt this Agreement and approve Transactions contemplated by this Agreement, including the Merger;",316,,,,,,,,,,,,,
317,/html/body/document/type/sequence/filename/description/text/p[48],"WHEREAS, the Company Board, at a meeting thereof duly called and held, has (a) determined that this Agreement and the Transactions, including the Merger, are advisable, fair to, and in the best interests of, the Company and the Company’s stockholders, (b) approved this Agreement and the Transactions, including the Merger, and declared that this Agreement and the Transactions, including the Merger, advisable, fair to and in the best interests of the Company and the Company’s stockholders, (c) directed that this Agreement be submitted to the holders of Company Common Stock for their adoption and approval and (d) resolved to recommend that the holders of Company Common Stock vote to adopt this Agreement and approve the Transactions contemplated by this Agreement, including the Merger;",317,,,,,,,,,,,,,
318,/html/body/document/type/sequence/filename/description/text/p[50],"WHEREAS, the Board of Directors of Parent (the “",318,,,,,,,,,,,,,
319,/html/body/document/type/sequence/filename/description/text/p[50]/u,Parent Board,319,,,,,,,,,,,,,
